<<<<<<< HEAD
district,mandal,village,rainfall_mm,date,centroid_lat,centroid_lon,year,month,day,rain_lag1,rain_lag2,predicted_rain,risk_level
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,18.37758558091553,83.07738674146339,2022,1,1,14.891676,0.84792125,24.010267519999996,MEDIUM
Tirupati,Venkatagiri,Forest,14.891676,2022-01-01,14.71979862497606,78.90291359555675,2022,1,1,42.776176,14.891676,12.15074452,LOW
Y.S.R.Kadapa,Lingala,Forest,0.84792125,2022-01-01,15.500011853518505,77.03680187089377,2022,1,1,14.891676,42.776176,21.8991905,MEDIUM
Y.S.R.Kadapa,S.Mydukur,Forest,0.10542491,2022-01-01,17.6306986419059,81.02067460570943,2022,1,1,0.84792125,14.891676,17.173725346,LOW
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,16.023211513005474,78.54390567951133,2022,1,1,0.10542491,0.84792125,32.511967,MEDIUM
Y.S.R.Kadapa,Sidhout,Forest,1.1870186,2022-01-01,14.819735103959989,79.11662949933222,2022,1,1,32.511967,0.10542491,22.03482944,MEDIUM
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,15.346780873364752,77.83477597410021,2022,1,1,1.1870186,32.511967,42.776176,MEDIUM
Y.S.R.Kadapa,S.Mydukur,Forest,0.10542491,2022-01-01,15.275818130881284,77.79259942709652,2022,1,1,42.776176,1.1870186,6.586733328000003,LOW
Y.S.R.Kadapa,S.Mydukur,Forest,0.10542491,2022-01-01,17.670395681682663,82.46360452312905,2022,1,1,0.10542491,42.776176,6.548743964000001,LOW
Y.S.R.Kadapa,Sidhout,Forest,1.1870186,2022-01-01,14.319220083294486,78.62243038749665,2022,1,1,0.10542491,0.10542491,7.235689542,LOW
Y.S.R.Kadapa,Lingala,Forest,0.84792125,2022-01-01,18.99544043475576,84.51086411417836,2022,1,1,1.1870186,0.10542491,9.2335722,LOW
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,17.8936436327651,82.47238628598302,2022,1,1,0.84792125,1.1870186,29.3778124,MEDIUM
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,13.47091547561469,79.228654447555,2022,1,1,32.511967,0.84792125,36.6176506,MEDIUM
Y.S.R.Kadapa,Sidhout,Forest,1.1870186,2022-01-01,14.544546515745374,79.14016508439431,2022,1,1,32.511967,32.511967,7.452008279999999,LOW
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,15.38311544849557,78.1062292638058,2022,1,1,1.1870186,32.511967,28.987908799999996,MEDIUM
Tirupati,Venkatagiri,Forest,14.891676,2022-01-01,17.341716515305365,82.10676785967702,2022,1,1,32.511967,1.1870186,15.597399000000001,LOW
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,13.560425932621335,79.14368495519129,2022,1,1,14.891676,32.511967,25.849186644499998,MEDIUM
Y.S.R.Kadapa,Sidhout,Forest,1.1870186,2022-01-01,15.428308971382268,78.16628198543658,2022,1,1,42.776176,14.891676,1.1870186,LOW
Tirupati,Pakala,Forest,16.841194,2022-01-01,17.81211015049765,82.27723049058842,2022,1,1,1.1870186,42.776176,10.295385632000002,LOW
Tirupati,Pakala,Forest,16.841194,2022-01-01,14.36512964612766,78.16950733593437,2022,1,1,16.841194,1.1870186,16.4512904,LOW
Tirupati,Venkatagiri,Forest,14.891676,2022-01-01,17.511525216607485,82.83252131191986,2022,1,1,16.841194,16.841194,9.125674832000001,LOW
Tirupati,Pakala,Forest,16.841194,2022-01-01,18.74647380675298,84.10272703375534,2022,1,1,14.891676,16.841194,13.710358920000001,LOW
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,17.305495714047677,81.41580468881584,2022,1,1,16.841194,14.891676,6.874147613999999,LOW
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,18.344724143427374,82.91866153351826,2022,1,1,32.511967,16.841194,26.030658582,MEDIUM
Tirupati,Renigunta,Forest,0.8,2022-01-01,15.501443198774837,79.58941126793269,2022,1,1,32.511967,32.511967,23.6170444,MEDIUM
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,13.635117908828146,78.89334280722625,2022,1,1,0.8,32.511967,32.33768325,MEDIUM
Tirupati,Pakala,Forest,16.841194,2022-01-01,17.573418765049546,82.11539313296393,2022,1,1,42.776176,0.8,26.2436578,MEDIUM
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,17.551178145283007,81.99198278465522,2022,1,1,16.841194,42.776176,34.242025782,MEDIUM
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,17.369318896737543,81.81494287475778,2022,1,1,42.776176,16.841194,29.203528650000003,MEDIUM
Y.S.R.Kadapa,Lingala,Forest,0.84792125,2022-01-01,13.473098681110988,79.4531585912589,2022,1,1,42.776176,42.776176,8.293611960000002,LOW
Y.S.R.Kadapa,Sidhout,Forest,1.1870186,2022-01-01,18.59655998112384,84.10436299403185,2022,1,1,0.84792125,42.776176,16.84617328,LOW
Tirupati,Pakala,Forest,16.841194,2022-01-01,13.879578939007937,78.67723342070953,2022,1,1,1.1870186,0.84792125,17.61922315,LOW
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,14.37213009668121,79.10543354324997,2022,1,1,16.841194,1.1870186,34.3809408,MEDIUM
Y.S.R.Kadapa,S.Mydukur,Forest,0.10542491,2022-01-01,15.997639413177062,79.27477476839263,2022,1,1,42.776176,16.841194,15.269382814,LOW
Tirupati,Venkatagiri,Forest,14.891676,2022-01-01,14.413235843564353,79.27546003653362,2022,1,1,0.10542491,42.776176,15.674802719999999,LOW
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,15.215508517237454,77.99578608129768,2022,1,1,14.891676,0.10542491,29.3778124,MEDIUM
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,17.5631032005038,81.41914061317037,2022,1,1,32.511967,14.891676,19.90458392,LOW
Tirupati,Renigunta,Forest,0.8,2022-01-01,13.741921994654328,79.1853965887407,2022,1,1,32.511967,32.511967,2.32527318,LOW
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,15.042542460569292,79.20938150329768,2022,1,1,0.8,32.511967,19.91416817,LOW
Tirupati,Venkatagiri,Forest,14.891676,2022-01-01,13.079318935965093,78.92545708279602,2022,1,1,32.511967,0.8,11.745324614000001,LOW
Tirupati,Pakala,Forest,16.841194,2022-01-01,13.363064592958995,78.96498775670055,2022,1,1,14.891676,32.511967,16.841194,LOW
Y.S.R.Kadapa,Sidhout,Forest,1.1870186,2022-01-01,17.60544965614199,82.2127309892514,2022,1,1,16.841194,14.891676,12.029462822000001,LOW
Tirupati,Venkatagiri,Forest,14.891676,2022-01-01,13.600033418747747,79.21649688373148,2022,1,1,1.1870186,16.841194,17.6502408,LOW
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,18.664671436627238,83.87975006029305,2022,1,1,14.891676,1.1870186,42.776176,MEDIUM
Y.S.R.Kadapa,Lingala,Forest,0.84792125,2022-01-01,18.70775953763841,84.13545104078426,2022,1,1,42.776176,14.891676,7.180730399999999,LOW
Tirupati,Pakala,Forest,16.841194,2022-01-01,18.603036124735223,84.06924634198198,2022,1,1,0.84792125,42.776176,16.842853760000004,LOW
Y.S.R.Kadapa,Sidhout,Forest,1.1870186,2022-01-01,13.730966026114286,78.28729582006655,2022,1,1,16.841194,0.84792125,1.11919913,LOW
Tirupati,Venkatagiri,Forest,14.891676,2022-01-01,15.110788855862236,79.22489187579032,2022,1,1,1.1870186,16.841194,9.26458985,LOW
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,14.633634743336842,79.1932128754679,2022,1,1,14.891676,1.1870186,34.45834452,MEDIUM
Y.S.R.Kadapa,S.Mydukur,Forest,0.10542491,2022-01-01,16.359172678209617,79.8638318129321,2022,1,1,42.776176,14.891676,0.24433992799999998,LOW
Tirupati,Venkatagiri,Forest,14.891676,2022-01-01,18.80314392420809,83.33053222316899,2022,1,1,0.10542491,42.776176,23.9926342,MEDIUM
Tirupati,Renigunta,Forest,0.8,2022-01-01,17.560745851311946,81.96909750940533,2022,1,1,14.891676,0.10542491,7.142393399999999,LOW
Tirupati,Pakala,Forest,16.841194,2022-01-01,15.215508517237454,77.99578608129768,2022,1,1,0.8,14.891676,16.841194,LOW
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,18.391482654991343,82.43998964608976,2022,1,1,16.841194,0.8,34.3809408,MEDIUM
Tirupati,Renigunta,Forest,0.8,2022-01-01,13.14295842815278,78.77649700224582,2022,1,1,42.776176,16.841194,4.085642520000001,LOW
Tirupati,Renigunta,Forest,0.8,2022-01-01,13.739122970738388,79.57121249999136,2022,1,1,0.8,42.776176,7.142393399999999,LOW
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,13.739122970738388,79.57121249999136,2022,1,1,0.8,0.8,29.3778124,MEDIUM
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,17.968481580402965,82.8969259188173,2022,1,1,32.511967,0.8,26.179157850000003,MEDIUM
Tirupati,Venkatagiri,Forest,14.891676,2022-01-01,17.8936436327651,82.47238628598302,2022,1,1,32.511967,32.511967,37.199276,MEDIUM
Tirupati,Renigunta,Forest,0.8,2022-01-01,14.544546515745374,79.14016508439431,2022,1,1,14.891676,32.511967,3.6183352000000006,LOW
Y.S.R.Kadapa,Sidhout,Forest,1.1870186,2022-01-01,15.311312048278866,79.07766254521977,2022,1,1,0.8,14.891676,1.10961488,LOW
Tirupati,Venkatagiri,Forest,14.891676,2022-01-01,13.34605217231822,79.12770022485425,2022,1,1,1.1870186,0.8,12.08292505,LOW
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,14.5631926274413,78.35564538636204,2022,1,1,14.891676,1.1870186,29.27134812,MEDIUM
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,15.426183007960828,77.15412819289996,2022,1,1,42.776176,14.891676,26.246977319999996,MEDIUM
Tirupati,Venkatagiri,Forest,14.891676,2022-01-01,17.706958098959962,81.19687148880206,2022,1,1,32.511967,42.776176,15.597399000000001,LOW
Tirupati,Venkatagiri,Forest,14.891676,2022-01-01,14.433639825466226,79.45748055740758,2022,1,1,14.891676,32.511967,17.727644520000002,LOW
Tirupati,Renigunta,Forest,0.8,2022-01-01,17.86151519954594,81.93181114118994,2022,1,1,14.891676,14.891676,16.3772062,LOW
Tirupati,Renigunta,Forest,0.8,2022-01-01,17.706958098959962,81.19687148880206,2022,1,1,0.8,14.891676,10.437620169999999,LOW
Tirupati,Venkatagiri,Forest,14.891676,2022-01-01,14.225076940721532,79.51163543674188,2022,1,1,0.8,0.8,20.468576000000002,MEDIUM
Y.S.R.Kadapa,Lingala,Forest,0.84792125,2022-01-01,14.413235843564353,79.27546003653362,2022,1,1,14.891676,0.8,6.9515513339999995,LOW
Y.S.R.Kadapa,Sidhout,Forest,1.1870186,2022-01-01,13.24974013372119,79.38228973811088,2022,1,1,0.84792125,14.891676,4.240449960000001,LOW
Tirupati,Pakala,Forest,16.841194,2022-01-01,16.451464101877956,80.40343382116336,2022,1,1,1.1870186,0.84792125,13.320455319999999,LOW
Tirupati,Renigunta,Forest,0.8,2022-01-01,17.34916912584253,81.54490050488849,2022,1,1,16.841194,1.1870186,7.142393399999999,LOW
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,13.682426023551868,78.86744927717709,2022,1,1,0.8,16.841194,32.511967,MEDIUM
Y.S.R.Kadapa,S.Mydukur,Forest,0.10542491,2022-01-01,15.042542460569292,79.20938150329768,2022,1,1,32.511967,0.8,3.062675128,LOW
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,15.596746961134915,78.01886565996661,2022,1,1,0.10542491,32.511967,26.179157850000003,MEDIUM
Y.S.R.Kadapa,S.Mydukur,Forest,0.10542491,2022-01-01,13.124692275842731,78.92676441935158,2022,1,1,32.511967,0.10542491,8.639575128000002,LOW
Y.S.R.Kadapa,Lingala,Forest,0.84792125,2022-01-01,14.37213009668121,79.10543354324997,2022,1,1,0.10542491,32.511967,9.2335722,LOW
Tirupati,Renigunta,Forest,0.8,2022-01-01,16.372287423057013,79.37713931416151,2022,1,1,0.84792125,0.10542491,9.1952352,LOW
Tirupati,Venkatagiri,Forest,14.891676,2022-01-01,15.596262803152682,79.35868217227559,2022,1,1,0.8,0.84792125,12.08292505,LOW
Y.S.R.Kadapa,S.Mydukur,Forest,0.10542491,2022-01-01,18.748583629753703,83.72578297876215,2022,1,1,14.891676,0.8,8.778490146000001,LOW
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,12.841450539661356,78.56104693052674,2022,1,1,0.10542491,14.891676,42.776176,MEDIUM
Tirupati,Renigunta,Forest,0.8,2022-01-01,14.030784976970644,79.41969269674306,2022,1,1,42.776176,0.10542491,18.75545165,LOW
Tirupati,Pakala,Forest,16.841194,2022-01-01,14.159651265433432,78.64627283484354,2022,1,1,0.8,42.776176,16.841194,LOW
Y.S.R.Kadapa,Lingala,Forest,0.84792125,2022-01-01,13.281412771669691,78.78346074934643,2022,1,1,16.841194,0.8,0.9835601899999998,LOW
Tirupati,Renigunta,Forest,0.8,2022-01-01,13.260012687248206,79.07962817842224,2022,1,1,0.84792125,16.841194,0.8,LOW
Y.S.R.Kadapa,Sidhout,Forest,1.1870186,2022-01-01,13.36966353372949,79.49287609917451,2022,1,1,0.8,0.84792125,24.08767124,MEDIUM
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,16.366779281248288,79.6848315629342,2022,1,1,1.1870186,0.8,16.702609849999998,LOW
Y.S.R.Kadapa,Sidhout,Forest,1.1870186,2022-01-01,15.596262803152682,79.35868217227559,2022,1,1,32.511967,1.1870186,12.567865690000001,LOW
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,18.322328441263764,82.77231679639974,2022,1,1,1.1870186,32.511967,34.380940800000005,MEDIUM
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,17.47021549939586,81.94495051774939,2022,1,1,42.776176,1.1870186,42.776176,MEDIUM
Y.S.R.Kadapa,Sidhout,Forest,1.1870186,2022-01-01,15.013344400401625,78.79383599772898,2022,1,1,42.776176,42.776176,1.1870186,LOW
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,15.835249976315708,79.29461986634001,2022,1,1,1.1870186,42.776176,34.390525049999994,MEDIUM
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,13.808878740964015,78.54830637226478,2022,1,1,42.776176,1.1870186,26.246977319999996,MEDIUM
Tirupati,Renigunta,Forest,0.8,2022-01-01,15.034953569875766,78.68904699357844,2022,1,1,32.511967,42.776176,0.8,LOW
Y.S.R.Kadapa,Lingala,Forest,0.84792125,2022-01-01,13.879578939007937,78.67723342070953,2022,1,1,0.8,32.511967,9.22398795,LOW
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,15.637200768665624,79.8350627856027,2022,1,1,0.84792125,0.8,34.390525049999994,MEDIUM
Y.S.R.Kadapa,Lingala,Forest,0.84792125,2022-01-01,15.013344400401625,78.79383599772898,2022,1,1,42.776176,0.84792125,6.465423150000001,LOW
Y.S.R.Kadapa,Lingala,Forest,0.84792125,2022-01-01,13.966130596831167,78.1049611808708,2022,1,1,0.84792125,42.776176,0.8287527499999999,LOW
Tirupati,Renigunta,Forest,0.8,2022-01-01,18.88008846944389,83.69564695942394,2022,1,1,0.84792125,0.84792125,9.27263892,LOW
Y.S.R.Kadapa,S.Mydukur,Forest,0.10542491,2022-01-01,18.767641997309827,84.29051220165212,2022,1,1,0.8,0.84792125,6.586733328000001,LOW
Y.S.R.Kadapa,S.Mydukur,Forest,0.10542491,2022-01-01,14.34987021441649,78.84481549572266,2022,1,1,0.10542491,0.8,6.626147684000001,LOW
Tirupati,Venkatagiri,Forest,14.891676,2022-01-01,15.459857411652068,79.05460528062824,2022,1,1,0.10542491,0.10542491,18.415734200000003,LOW
Y.S.R.Kadapa,Sidhout,Forest,1.1870186,2022-01-01,18.574912650664707,83.9168476708829,2022,1,1,14.891676,0.10542491,0.6769774040000001,LOW
Tirupati,Renigunta,Forest,0.8,2022-01-01,14.019402708669144,77.91158041290224,2022,1,1,1.1870186,14.891676,7.219797119999998,LOW
Tirupati,Renigunta,Forest,0.8,2022-01-01,14.186299874450812,78.04969899171134,2022,1,1,0.8,1.1870186,0.8,LOW
Tirupati,Renigunta,Forest,0.8,2022-01-01,13.434099146296315,78.78946368992477,2022,1,1,0.8,0.8,0.87740372,LOW
Tirupati,Renigunta,Forest,0.8,2022-01-01,18.18939989674662,83.0549737625791,2022,1,1,0.8,0.8,7.1423934000000004,LOW
Tirupati,Pakala,Forest,16.841194,2022-01-01,18.786965776080976,83.80571296103723,2022,1,1,0.8,0.8,16.841194,LOW
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,17.15720995153419,81.05575708775288,2022,1,1,16.841194,0.8,19.697849432,LOW
Y.S.R.Kadapa,Sidhout,Forest,1.1870186,2022-01-01,13.540254646344206,79.3504322601042,2022,1,1,32.511967,16.841194,10.095045910000001,LOW
Y.S.R.Kadapa,S.Mydukur,Forest,0.10542491,2022-01-01,14.098088984431792,79.99739485214158,2022,1,1,1.1870186,32.511967,3.2789938659999995,LOW
Y.S.R.Kadapa,Lingala,Forest,0.84792125,2022-01-01,13.866446397228708,78.57388309620104,2022,1,1,0.10542491,1.1870186,12.43222675,LOW
Tirupati,Pakala,Forest,16.841194,2022-01-01,17.735808931059346,82.1803190324715,2022,1,1,0.84792125,0.10542491,19.585445,LOW
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,16.362035540013963,79.7711715419386,2022,1,1,16.841194,0.84792125,32.511967,MEDIUM
Tirupati,Venkatagiri,Forest,14.891676,2022-01-01,16.612565277218945,81.11711939219506,2022,1,1,32.511967,16.841194,9.193494302000001,LOW
Y.S.R.Kadapa,Sidhout,Forest,1.1870186,2022-01-01,17.42856919350279,82.3290833268054,2022,1,1,14.891676,32.511967,17.82268156,LOW
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,17.791838808742988,81.1243410804969,2022,1,1,1.1870186,14.891676,13.513539549999999,LOW
Y.S.R.Kadapa,Sidhout,Forest,1.1870186,2022-01-01,18.822250170251884,83.65268631036253,2022,1,1,32.511967,1.1870186,15.769839760000002,LOW
Tirupati,Pakala,Forest,16.841194,2022-01-01,16.100210414326334,79.70118432440569,2022,1,1,1.1870186,32.511967,19.195541400000003,LOW
Tirupati,Renigunta,Forest,0.8,2022-01-01,17.670395681682663,82.46360452312905,2022,1,1,16.841194,1.1870186,0.8,LOW
Y.S.R.Kadapa,S.Mydukur,Forest,0.10542491,2022-01-01,15.19720614980424,78.97537686094512,2022,1,1,0.8,16.841194,0.10542491000000001,LOW
Tirupati,Pakala,Forest,16.841194,2022-01-01,15.66653714146683,79.14881979125032,2022,1,1,0.10542491,0.8,19.762349382,LOW
Tirupati,Venkatagiri,Forest,14.891676,2022-01-01,13.696398262929335,79.35850967894216,2022,1,1,16.841194,0.10542491,12.08292505,LOW
Y.S.R.Kadapa,Sidhout,Forest,1.1870186,2022-01-01,13.14295842815278,78.77649700224582,2022,1,1,14.891676,16.841194,1.03221116,LOW
Tirupati,Pakala,Forest,16.841194,2022-01-01,18.664671436627238,83.87975006029305,2022,1,1,1.1870186,14.891676,10.51170437,LOW
Y.S.R.Kadapa,Sidhout,Forest,1.1870186,2022-01-01,13.808878740964015,78.54830637226478,2022,1,1,16.841194,1.1870186,7.452008279999999,LOW
Y.S.R.Kadapa,Lingala,Forest,0.84792125,2022-01-01,15.848387002779631,79.21070393025532,2022,1,1,1.1870186,16.841194,0.767241452,LOW
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,13.73794103350407,78.68502302564733,2022,1,1,0.84792125,1.1870186,19.836764449999997,LOW
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,13.2237661921175,78.86496560459744,2022,1,1,32.511967,0.84792125,26.063109320000002,MEDIUM
Tirupati,Renigunta,Forest,0.8,2022-01-01,13.798856879933952,78.38538254254581,2022,1,1,42.776176,32.511967,0.8191685,LOW
Y.S.R.Kadapa,Lingala,Forest,0.84792125,2022-01-01,18.141277736603858,82.77672704525929,2022,1,1,0.8,42.776176,7.24523035,LOW
Y.S.R.Kadapa,Sidhout,Forest,1.1870186,2022-01-01,18.26343132242579,82.88661606346348,2022,1,1,0.84792125,0.8,1.10961488,LOW
Tirupati,Renigunta,Forest,0.8,2022-01-01,18.448321902235985,83.42342764341636,2022,1,1,1.1870186,0.84792125,4.0178230500000005,LOW
Y.S.R.Kadapa,Sidhout,Forest,1.1870186,2022-01-01,16.648115385275325,80.65748324493633,2022,1,1,0.8,1.1870186,0.970699862,LOW
Tirupati,Venkatagiri,Forest,14.891676,2022-01-01,15.403669222680248,77.1395486157411,2022,1,1,1.1870186,0.8,11.934425782000002,LOW
Y.S.R.Kadapa,Sidhout,Forest,1.1870186,2022-01-01,14.357373090942303,78.49736216716114,2022,1,1,14.891676,1.1870186,1.1870186,LOW
Y.S.R.Kadapa,S.Mydukur,Forest,0.10542491,2022-01-01,13.739122970738388,79.57121249999136,2022,1,1,1.1870186,14.891676,8.778490146000001,LOW
Y.S.R.Kadapa,S.Mydukur,Forest,0.10542491,2022-01-01,17.036853576227056,80.97780125894441,2022,1,1,0.10542491,1.1870186,0.538062386,LOW
Tirupati,Venkatagiri,Forest,14.891676,2022-01-01,15.637200768665624,79.8350627856027,2022,1,1,0.10542491,0.10542491,20.468576000000002,MEDIUM
Tirupati,Renigunta,Forest,0.8,2022-01-01,16.362035540013963,79.7711715419386,2022,1,1,14.891676,0.10542491,7.142393399999999,LOW
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,17.72198300308959,80.97636143278555,2022,1,1,0.8,14.891676,40.7233342,MEDIUM
Tirupati,Renigunta,Forest,0.8,2022-01-01,16.50914624953144,80.39770186929907,2022,1,1,42.776176,0.8,0.8,LOW
Tirupati,Renigunta,Forest,0.8,2022-01-01,13.560425932621335,79.14368495519129,2022,1,1,0.8,42.776176,0.8023960625,LOW
Tirupati,Renigunta,Forest,0.8,2022-01-01,13.96435700307626,78.62915619877667,2022,1,1,0.8,0.8,0.87740372,LOW
Y.S.R.Kadapa,S.Mydukur,Forest,0.10542491,2022-01-01,13.38007877809191,79.65431796751835,2022,1,1,0.8,0.8,6.803052066000001,LOW
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,18.948942978760275,84.46919891003265,2022,1,1,0.10542491,0.8,34.45834452,MEDIUM
Y.S.R.Kadapa,Lingala,Forest,0.84792125,2022-01-01,13.260012687248206,79.07962817842224,2022,1,1,42.776176,0.10542491,15.56638135,LOW
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,17.942580107735242,82.42475404345753,2022,1,1,0.84792125,42.776176,37.5891796,MEDIUM
Y.S.R.Kadapa,Lingala,Forest,0.84792125,2022-01-01,15.169804971174663,77.74401917658871,2022,1,1,42.776176,0.84792125,12.50004622,LOW
Tirupati,Pakala,Forest,16.841194,2022-01-01,17.86151519954594,81.93181114118994,2022,1,1,0.84792125,42.776176,22.0281904,MEDIUM
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,14.433639825466226,79.45748055740758,2022,1,1,16.841194,0.84792125,34.242025782,MEDIUM
Tirupati,Renigunta,Forest,0.8,2022-01-01,16.319251121376773,79.48186489670309,2022,1,1,42.776176,16.841194,0.661084982,LOW
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,15.301563415111971,77.80662925802024,2022,1,1,0.8,42.776176,28.987908800000003,MEDIUM
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,16.101494969290993,79.08675501185918,2022,1,1,32.511967,0.8,33.0935924,MEDIUM
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,16.67266364746289,80.05073766273534,2022,1,1,32.511967,32.511967,19.549350163999996,LOW
Tirupati,Renigunta,Forest,0.8,2022-01-01,15.2214701378411,77.77519242842835,2022,1,1,32.511967,32.511967,16.6930256,LOW
Tirupati,Venkatagiri,Forest,14.891676,2022-01-01,13.798856879933952,78.38538254254581,2022,1,1,0.8,32.511967,14.891676,LOW
Tirupati,Renigunta,Forest,0.8,2022-01-01,18.460848038917483,83.22433345100389,2022,1,1,14.891676,0.8,0.9548074400000001,LOW
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,13.62794231050209,78.37506444130224,2022,1,1,0.8,14.891676,34.390525049999994,MEDIUM
Y.S.R.Kadapa,Lingala,Forest,0.84792125,2022-01-01,17.917806366239308,81.90152132827627,2022,1,1,42.776176,0.8,12.04232315,LOW
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,15.846379819637356,78.99215234099177,2022,1,1,0.84792125,42.776176,23.088225782000002,MEDIUM
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,18.47579099338921,83.0607996570303,2022,1,1,42.776176,0.84792125,28.22862238,MEDIUM
Tirupati,Venkatagiri,Forest,14.891676,2022-01-01,16.101494969290993,79.08675501185918,2022,1,1,32.511967,42.776176,29.5695342,MEDIUM
Y.S.R.Kadapa,Lingala,Forest,0.84792125,2022-01-01,18.69082001948188,83.36352602729775,2022,1,1,14.891676,32.511967,3.6566722,LOW
Y.S.R.Kadapa,S.Mydukur,Forest,0.10542491,2022-01-01,14.452074673489465,78.91715521531036,2022,1,1,0.84792125,14.891676,0.24433992800000004,LOW
Y.S.R.Kadapa,Sidhout,Forest,1.1870186,2022-01-01,17.413456477895295,82.11346556914735,2022,1,1,0.10542491,0.84792125,15.553521022000002,LOW
Tirupati,Renigunta,Forest,0.8,2022-01-01,14.32769767753978,79.44832093870936,2022,1,1,1.1870186,0.10542491,0.661084982,LOW
Tirupati,Pakala,Forest,16.841194,2022-01-01,14.549508321628082,78.96814729046919,2022,1,1,0.8,1.1870186,10.295385632000002,LOW
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,16.473358906821613,80.58010371224624,2022,1,1,16.841194,0.8,26.030658582,MEDIUM
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,18.17947426128891,83.23106854366817,2022,1,1,32.511967,16.841194,42.776176,MEDIUM
Tirupati,Renigunta,Forest,0.8,2022-01-01,18.74600201828074,84.24159286676792,2022,1,1,42.776176,32.511967,9.195235199999997,LOW
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,13.866446397228708,78.57388309620104,2022,1,1,0.8,42.776176,32.511967,MEDIUM
Y.S.R.Kadapa,Lingala,Forest,0.84792125,2022-01-01,17.914311576706073,82.16401088404137,2022,1,1,32.511967,0.8,0.84792125,LOW
Tirupati,Renigunta,Forest,0.8,2022-01-01,13.964522100776898,77.90275381320295,2022,1,1,0.84792125,32.511967,7.1423934000000004,LOW
Tirupati,Chandragiri,Forest,42.776176,2022-01-01,18.671501409184287,83.9975404314357,2022,1,1,0.8,0.84792125,32.4021832,MEDIUM
Tirupati,Venkatagiri,Forest,14.891676,2022-01-01,13.203796029510965,79.13746613346956,2022,1,1,42.776176,0.8,14.891676,LOW
Y.S.R.Kadapa,S.Mydukur,Forest,0.10542491,2022-01-01,18.18939989674662,83.0549737625791,2022,1,1,14.891676,42.776176,0.321743648,LOW
Tirupati,Ramachandrapuram,Forest,32.511967,2022-01-01,15.034953569875766,78.68904699357844,2022,1,1,0.10542491,14.891676,29.3778124,MEDIUM
Tirupati,Pakala,Forest,16.841194,2022-01-01,13.966130596831167,78.1049611808708,2022,1,1,32.511967,0.10542491,16.841194,LOW
Y.S.R.Kadapa,Sidhout,Forest,1.1870186,2022-01-01,17.735808931059346,82.1803190324715,2022,1,1,16.841194,32.511967,7.452008280000001,LOW
Y.S.R.Kadapa,Lingala,Forest,0.84792125,2022-01-01,17.305495714047677,81.41580468881584,2022,1,1,1.1870186,16.841194,17.540181390999997,LOW
